1325,0
1326,8
1327,2
1328,1
1329,3
1330,0
1331,0
1332,3
1333,5
1334,0
1335,0
1336,7
1337,1
1338,8
1339,4
1340,9
1341,6
1342,3
1343,0
1344,3
1345,3
1346,4
1347,6
1348,2
1349,1
1350,1
1351,4
1352,3
1353,1
1354,3
1355,4
1356,4
1357,0
1358,3
1359,3
1360,4
1361,3
1362,3
1363,6
1364,7
1365,0
1366,5
1367,3
1368,0
1369,0
1370,1
1371,0
1372,3
1373,9
1374,1
1375,7
1376,0
1377,5
1378,5
1379,3
1380,8
1381,3
1382,5
1383,5
1384,5
1385,3
1386,7
1387,0
1388,9
1389,1
1390,0
1391,1
1392,4
1393,3
1394,1
1395,3
1396,7
1397,0
1398,3
1399,6
1400,1
1401,3
1402,8
1403,9
1404,4
1405,1
1406,8
1407,3
1408,2
1409,3
1410,8
1411,5
1412,3
1413,4
1414,7
1415,5
1416,1
1417,1
1418,4
1419,4
1420,3
1421,3
1422,0
1423,3
1424,0
1425,8
1426,8
1427,2
1428,3
1429,3
1430,4
1431,6
1432,5
1433,0
1434,2
1435,2
1436,3
1437,0
1438,8
1439,2
1440,1
1441,3
1442,1
1443,3
1444,7
1445,1
1446,7
1447,3
1448,3
1449,1
1450,1
1451,5
1452,9
1453,2
1454,8
1455,7
1456,6
1457,0
1458,3
1459,1
1460,2
1461,2
1462,0
1463,1
1464,8
1465,3
1466,6
1467,6
1468,0
1469,9
1470,2
1471,5
1472,3
1473,3
1474,7
1475,2
1476,3
1477,0
1478,2
1479,3
1480,2
1481,4
1482,4
1483,7
1484,0
1485,5
1486,1
1487,1
1488,1
1489,3
1490,0
1491,3
1492,3
1493,5
1494,3
1495,5
1496,1
1497,8
1498,8
1499,3
1500,9
1501,8
1502,2
1503,3
1504,5
1505,6
1506,9
1507,1
1508,6
1,0
2,9
3,9
4,4
5,5
6,3
7,7
8,3
9,6
10,2
11,0
12,0
13,5
14,7
15,3
16,1
17,5
18,5
19,0
20,7
21,3
22,3
23,2
24,7
25,2
26,6
27,8
28,2
29,5
30,9
31,6
32,1
33,7
34,3
35,9
36,3
37,3
38,9
39,6
40,7
41,5
42,2
43,4
44,0
45,4
46,3
47,3
48,0
49,3
50,3
51,2
52,3
53,3
54,3
55,5
56,6
57,4
58,9
59,2
60,4
61,8
62,2
63,3
64,0
65,8
66,2
67,0
68,3
69,2
70,3
71,3
72,3
73,1
74,9
75,6
76,3
77,4
78,2
79,7
80,0
81,9
82,1
83,1
84,3
85,3
86,3
87,9
88,6
89,1
90,1
91,2
92,6
93,2
94,5
95,3
96,2
97,6
98,6
99,6
100,1
101,3
102,0
103,0
104,6
105,0
106,1
107,3
108,3
109,1
110,0
111,9
112,9
113,8
114,8
115,1
116,0
117,0
118,5
119,6
120,5
121,0
122,7
123,7
124,8
125,3
126,5
127,4
128,8
129,3
130,2
131,5
132,3
133,6
134,0
135,3
136,3
137,0
138,2
139,3
140,0
141,1
142,5
143,5
144,0
145,8
146,0
147,7
148,5
149,0
150,5
151,1
152,6
153,8
154,5
155,7
156,8
157,3
158,3
159,7
160,3
161,3
162,9
163,0
164,4
165,7
166,6
167,3
168,5
169,5
170,7
171,3
172,3
173,1
174,9
175,5
176,8
177,9
178,8
179,5
180,5
181,7
182,7
183,3
184,3
185,1
186,1
187,6
188,0
189,3
190,2
191,3
192,0
193,6
194,3
195,7
196,6
197,2
198,0
199,2
200,5
201,3
202,2
203,8
204,3
205,3
206,5
207,1
208,2
209,2
210,4
211,8
212,5
213,7
214,0
215,4
216,7
217,3
218,7
219,5
220,3
221,4
222,6
223,5
224,1
225,2
226,3
227,3
228,6
229,9
230,8
231,5
232,7
233,7
234,6
235,4
236,6
237,5
238,6
239,6
240,3
241,0
242,0
243,2
244,1
245,0
246,1
247,1
248,7
249,2
250,2
251,0
252,3
253,4
254,4
255,6
256,4
257,3
258,6
259,7
260,1
261,1
262,1
263,6
264,4
265,3
266,1
267,4
268,7
269,5
270,2
271,7
272,9
273,0
274,3
275,6
276,5
277,6
278,3
279,2
280,9
281,2
282,7
283,3
284,5
285,5
286,3
287,1
288,4
289,4
290,1
291,5
292,3
293,1
294,7
295,7
296,8
297,9
298,3
299,5
300,6
301,3
302,2
303,9
304,1
305,4
306,6
307,2
308,7
309,5
310,7
311,0
312,4
313,5
314,1
315,5
316,7
317,1
318,2
319,9
320,5
321,1
322,6
323,8
324,3
325,3
326,5
327,3
328,8
329,7
330,2
331,3
332,0
333,6
334,1
335,1
336,6
337,3
338,3
339,3
340,5
341,3
342,2
343,6
344,8
345,0
346,5
347,8
348,5
349,2
350,3
351,3
352,1
353,4
354,0
355,1
356,9
357,6
358,0
359,3
360,0
361,2
362,5
363,5
364,1
365,2
366,5
367,1
368,6
369,5
370,0
371,8
372,3
373,3
374,7
375,8
376,0
377,3
378,5
379,3
380,4
381,5
382,1
383,1
384,6
385,7
386,5
387,5
388,6
389,7
390,0
391,1
392,3
393,5
394,3
395,7
396,0
397,0
398,2
399,2
400,6
401,3
402,1
403,1
404,3
405,7
406,3
407,0
408,1
409,8
410,1
411,5
412,1
413,1
414,1
415,5
416,6
417,2
418,3
419,3
420,7
421,1
422,3
423,4
424,6
425,8
426,8
427,2
428,3
429,3
430,1
431,0
432,6
433,1
434,6
435,6
436,6
437,7
438,8
439,1
440,3
441,5
442,2
443,5
444,3
445,8
446,1
447,0
448,5
449,5
450,2
451,7
452,5
453,9
454,3
455,3
456,1
457,0
458,9
459,0
460,7
461,6
462,2
463,5
464,5
465,2
466,5
467,0
468,7
469,0
470,3
471,5
472,4
473,6
474,2
475,5
476,3
477,7
478,6
479,3
480,5
481,3
482,6
483,9
484,2
485,3
486,5
487,1
488,8
489,6
490,2
491,0
492,6
493,1
494,5
495,5
496,5
497,7
498,6
499,1
500,3
501,0
502,7
503,3
504,5
505,2
506,5
507,3
508,6
509,1
510,6
511,3
512,3
513,5
514,5
515,1
516,3
517,1
518,1
519,3
520,1
521,6
522,0
523,1
524,5
525,4
526,4
527,3
528,0
529,3
530,3
531,3
532,5
533,5
534,1
535,7
536,8
537,7
538,1
539,5
540,3
541,2
542,5
543,3
544,3
545,6
546,1
547,0
548,8
549,2
550,1
551,1
552,4
553,1
554,3
555,3
556,3
557,0
558,5
559,8
560,5
561,2
562,9
563,1
564,0
565,3
566,7
567,3
568,7
569,5
570,5
571,3
572,3
573,1
574,5
575,8
576,3
577,0
578,9
579,3
580,1
581,0
582,2
583,1
584,2
585,8
586,5
587,7
588,1
589,3
590,5
591,3
592,1
593,1
594,3
595,1
596,3
597,0
598,3
599,2
600,1
601,0
602,1
603,1
604,3
605,0
606,8
607,3
608,6
609,7
610,3
611,8
612,9
613,0
614,0
615,0
616,0
617,1
618,5
619,3
620,4
621,1
622,0
623,1
624,1
625,3
626,8
627,3
628,6
629,1
630,0
631,2
632,3
633,5
634,9
635,3
636,6
637,8
638,1
639,1
640,6
641,0
642,0
643,0
644,8
645,6
646,3
647,8
648,6
649,8
650,1
651,4
652,5
653,1
654,1
655,8
656,6
657,7
658,1
659,2
660,2
661,8
662,6
663,0
664,0
665,0
666,8
667,9
668,3
669,2
670,1
671,3
672,3
673,8
674,3
675,3
676,0
677,5
678,1
679,0
680,6
681,6
682,5
683,1
684,5
685,9
686,3
687,3
688,7
689,3
690,1
691,3
692,6
693,5
694,2
695,3
696,5
697,5
698,7
699,3
700,3
701,5
702,0
703,5
704,4
705,5
706,8
707,3
708,0
709,3
710,3
711,3
712,1
713,5
714,7
715,3
716,5
717,0
718,6
719,2
720,5
721,3
722,3
723,3
724,3
725,1
726,3
727,3
728,6
729,8
730,3
731,6
732,5
733,8
734,1
735,0
736,4
737,8
738,3
739,8
740,3
741,5
742,0
743,3
744,5
745,1
746,5
747,0
748,3
749,5
750,9
751,4
752,6
753,1
754,3
755,6
756,2
757,1
758,3
759,6
760,7
761,3
762,3
763,3
764,0
765,7
766,0
767,3
768,7
769,5
770,2
771,7
772,0
773,0
774,3
775,8
776,0
777,1
778,2
779,3
780,0
781,3
782,5
783,1
784,7
785,5
786,1
787,7
788,2
789,3
790,7
791,3
792,2
793,3
794,3
795,0
796,2
797,8
798,7
799,6
800,2
801,2
802,1
803,3
804,3
805,5
806,2
807,2
808,8
809,3
810,0
811,0
812,0
813,7
814,0
815,9
816,4
817,3
818,0
819,3
820,6
821,3
822,0
823,7
824,3
825,8
826,3
827,5
828,1
829,1
830,5
831,6
832,1
833,3
834,7
835,3
836,5
837,7
838,4
839,6
840,3
841,5
842,6
843,9
844,1
845,0
846,8
847,1
848,3
849,8
850,3
851,2
852,0
853,6
854,3
855,3
856,3
857,8
858,0
859,3
860,1
861,3
862,3
863,7
864,8
865,1
866,5
867,7
868,0
869,0
870,5
871,7
872,5
873,8
874,5
875,2
876,8
877,0
878,2
879,9
880,6
881,8
882,9
883,3
884,0
885,2
886,7
887,3
888,5
889,0
890,5
891,9
892,1
893,1
894,1
895,5
896,3
897,3
898,3
899,0
900,8
901,3
902,8
903,6
904,1
905,0
906,3
907,7
908,8
909,0
910,5
911,4
912,4
913,1
914,5
915,1
916,3
917,6
918,3
919,9
920,2
921,8
922,5
923,3
924,6
925,5
926,1
927,1
928,0
929,9
930,2
931,5
932,0
933,0
934,3
935,3
936,5
937,3
938,5
939,8
940,3
941,2
942,5
943,7
944,3
945,6
946,8
947,0
948,1
949,7
950,5
951,3
952,6
953,7
954,3
955,7
956,0
957,6
958,7
959,2
960,5
961,8
962,8
963,4
964,6
965,6
966,5
967,3
968,0
969,8
970,7
971,8
972,6
973,6
974,0
975,3
976,9
977,1
978,0
979,0
980,5
981,2
982,2
983,5
984,0
985,0
986,3
987,0
988,9
989,6
990,3
991,0
992,5
993,3
994,5
995,5
996,3
997,3
998,4
999,6
1000,9
1001,2
1002,4
1003,8
1004,6
1005,1
1006,6
1007,6
1008,3
1009,6
1010,1
1011,6
1012,3
1013,1
1014,0
1015,1
1016,9
1017,9
1018,7
1019,4
1020,3
1021,4
1022,3
1023,7
1024,2
1025,3
1026,0
1027,5
1028,6
1029,1
1030,8
1031,9
1032,5
1033,4
1034,5
1035,2
1036,0
1037,3
1038,2
1039,6
1040,0
1041,5
1042,5
1043,4
1044,3
1045,9
1046,5
1047,0
1048,6
1049,6
