1050,7
1051,1
1052,2
1053,3
1054,3
1055,3
1056,8
1057,5
1058,1
1059,1
1060,4
1061,4
1062,5
1063,0
1064,0
1065,3
1066,3
1067,1
1068,6
1069,6
1070,3
1071,6
1072,6
1073,3
1074,2
1075,0
1076,2
1077,3
1078,1
1079,1
1080,1
1081,7
1082,8
1083,1
1084,1
1085,2
1086,3
1087,0
1088,8
1089,8
1090,1
1091,3
1092,8
1093,3
1094,3
1095,1
1096,3
1097,1
1098,3
1099,2
1100,5
1101,0
1102,6
1103,9
1104,0
1105,1
1106,8
1107,9
1108,5
1109,8
1110,3
1111,6
1112,0
1113,1
1114,0
1115,3
1116,6
1117,3
1118,3
1119,0
1120,6
1121,1
1122,1
1123,0
1124,8
1125,7
1126,3
1127,5
1128,3
1129,3
1130,0
1131,2
1132,3
1133,7
1134,3
1135,6
1136,2
1137,3
1138,3
1139,7
1140,0
1141,3
1142,1
1143,1
1144,3
1145,0
1146,8
1147,5
1148,9
1149,7
1150,2
1151,5
1152,1
1153,0
1154,0
1155,8
1156,3
1157,4
1158,3
1159,2
1160,8
1161,3
1162,4
1163,9
1164,0
1165,7
1166,3
1167,6
1168,3
1169,3
1170,3
1171,3
1172,9
1173,4
1174,3
1175,2
1176,6
1177,2
1178,0
1179,9
1180,6
1181,8
1182,4
1183,3
1184,0
1185,3
1186,0
1187,2
1188,6
1189,0
1190,3
1191,1
1192,7
1193,5
1194,1
1195,3
1196,7
1197,5
1198,2
1199,3
1200,3
1201,5
1202,2
1203,3
1204,2
1205,3
1206,0
1207,7
1208,0
1209,0
1210,0
1211,3
1212,6
1213,1
1214,6
1215,1
1216,3
1217,1
1218,2
1219,8
1220,1
1221,0
1222,7
1223,6
1224,2
1225,7
1226,1
1227,9
1228,2
1229,8
1230,3
1231,0
1232,5
1233,2
1234,1
1235,2
1236,2
1237,0
1238,3
1239,6
1240,8
1241,8
1242,3
1243,8
1244,5
1245,6
1246,9
1247,3
1248,3
1249,3
1250,2
1251,3
1252,1
1253,3
1254,2
1255,2
1256,7
1257,5
1258,1
1259,5
1260,3
1261,5
1262,2
1263,7
1264,1
1265,5
1266,3
1267,2
1268,6
1269,2
1270,9
1271,6
1272,5
1273,4
1274,0
1275,7
1276,3
1277,0
1278,1
1279,1
1280,5
1281,5
1282,6
1283,0
1284,3
1285,8
1286,1
1287,8
1288,1
1289,6
1290,1
1291,3
1292,8
1293,3
1294,5
1295,9
1296,3
1297,5
1298,0
1299,6
1300,5
1301,7
1302,1
1303,3
1304,6
1305,5
1306,4
1307,2
1308,3
1309,3
1310,2
1311,3
1312,2
1313,9
1314,3
1315,8
1316,2
1317,0
1318,3
1319,1
1320,0
1321,1
1322,8
1323,3
1324,3
